F,A,FT,L,LF,MN,O,PE,PO,SC,SE,US,A_C,feature
0,0,0,0,0,0,1,0,1,0,0,0,0,本製品は、Internet Explorer 5.5以上に対応すること。
0,0,0,0,0,0,1,0,1,0,0,0,0,本製品はMozilla Firefox 1.0以上に対応すること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本製品は、Choice Parts Systemとの整合性を保つこと。これにより、リサイクルパーツのデータのfeed情報を提供すること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本製品は、すべての環境の既存のハードウェア上で動作すること。
0,0,0,1,0,0,1,0,0,0,0,0,0,本製品は、企業のアーキテクチャガイドラインに準拠すること。
0,0,0,1,1,0,0,0,0,0,0,0,0,本製品は、企業のユーザインタフェースガイドラインに準拠すること。
0,0,0,1,1,0,0,0,0,0,0,0,0,本製品は、企業のカラースキームに準拠すること。
0,0,0,0,1,0,0,0,0,0,0,0,0,本製品の外観は、プロフェッショナルであること。
0,0,0,0,0,0,0,0,0,0,0,1,0,本製品は、アジャスターと修理費見積もり担当者によって使いやすいものでなければならない。アジャスターと修理費見積もり担当者の95％は、製品が使いやすいと感じるようにすること。
0,0,0,0,0,0,0,0,0,0,0,1,0,本製品を使用することで、修理費見積もり担当者の生産性が向上すること。本製品を使用してから1ヶ月以内に、80％の修理費見積もり担当者が生産性が向上したと同意すること。
0,0,0,0,0,0,0,0,0,0,0,1,0,ユーザが本製品を使用して満足を感じること。全体の85％のユーザが、本製品に満足すること。
0,0,0,0,0,0,0,0,0,0,0,1,0,本製品は、アジャスターと修理費見積もり担当者が容易に習得できるものであること。本製品は、2日間のオンサイトトレーニングで習得できるものであること。
0,0,0,0,0,0,0,0,0,0,0,1,0,ユーザは、本製品の使用中に、説明書を容易に見つけることができること。ユーザ向けのヘルプは、システムの90％の範囲内で見つけられること。
0,0,0,0,0,0,0,1,0,0,0,0,0,リサイクル部品の検索は15秒以内であること。検索結果が15秒以内に返ってくること。
0,0,0,0,0,0,0,1,0,0,0,0,0,優先修理施設の検索は8秒以内に行うこと。8秒以内に、優先修理施設が返されること。
0,0,0,0,0,0,0,1,0,0,0,0,0,リサイクル部品の監査報告は、10秒以内にユーザに返却されること。監査報告書は10秒以内に返却されること。
0,0,0,0,0,0,0,1,0,0,0,0,0,優先修理施設の評価は5秒以内に保存されること。保存は5秒以内に行われるものとする。
0,1,0,0,0,0,0,0,0,0,0,0,0,本製品は、企業のオンライン可用性スケジュールを遵守すること。本アプリケーションは、可用性スケジュールに基づいて予定された停止時間の98％以内でのみ停止される。
0,1,0,0,0,0,0,0,0,0,0,0,0,本製品は、98%のuptime（稼働時間）を達成すること。本製品は、利用可能なオンライン時間の2％を超えて故障しないこと。
0,0,0,0,0,0,0,1,0,1,0,0,0,本製品は、最大1500人の同時ユーザを扱える製品であること。本製品は、一度に1500人のユーザでパフォーマンスを発揮すること。
0,0,0,0,0,0,0,0,0,1,0,0,0,"1日あたりのリサイクル部品記録数は、平均50,000個とする。"
0,0,0,0,0,0,0,0,0,1,0,0,0,"本製品は、最初の発売から2年以内に、10,000人の同時使用ユーザを扱えること。"
0,0,0,0,0,0,1,0,0,0,0,1,0,修理工場の汚れや騒音の中において、見積もり担当者は、本製品を操作できること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本製品は、1日1回、午前1時頃にChoicePartsシステムと整合性をとること。
0,0,0,0,0,1,1,0,0,0,0,0,0,本製品のメンテナンスは、企業が定めたメンテナンスウィンドウの範囲内で行われること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本製品は、コーポレートサポートセンターを利用してサポートを受けることができること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本製品のインストールとアップグレードは、定められた発売期間内に、ミドルウェア技術チームが行うこと。
0,0,0,0,0,0,0,0,0,0,1,0,1,アジャスターのみがリサイクルパーツ監査レポートを要求する権限を持つこと。アジャスターの役割を持たないユーザは、リサイクルパーツの監査を要求することはできない。
0,0,0,0,0,0,0,0,0,0,1,0,1,管理者の役割をもつアジャスターのみが優先修理施設の格付けを更新できること。管理者の役割を持たないユーザは、修理施設の評価にアクセスできない。
0,0,0,0,0,0,0,0,0,0,1,0,1,修理費見積もり担当者のみがリサイクル部品の検索を行うものとする。修理費見積もり担当者の役割を持たないユーザは、リサイクル部品の検索にアクセスしてはならない。
0,0,0,0,0,0,0,0,0,0,1,0,0,有効なデータのみをシステムに入力すること。無効なデータを入力してはならない。
0,0,0,0,0,0,0,0,0,0,1,0,1,ある保険会社が他の保険会社の請求データを閲覧することはできない。
0,0,0,0,0,0,0,0,0,0,1,0,0,本製品には、コンピュータウイルスが混入しないこと。
0,0,0,0,0,0,0,0,0,0,1,0,0,本システムは、サービス妨害を含む悪意のある攻撃を防ぐことができること。
0,0,0,1,0,0,0,0,0,0,0,0,0,本製品は、Sarbanes-Oxley法に準拠していること。
0,0,0,1,0,0,0,0,0,0,0,0,0,本製品は、再生部品の使用に関する推定法に準拠していること。
0,0,0,1,0,0,0,0,0,0,0,0,0,本製品は、保険金請求処理に関する保険規制に準拠していること。
1,0,0,0,0,0,0,0,0,0,0,0,0,ユーザは、車両の位置と半径（マイル）を使って、希望する修理施設を検索すること。
1,0,0,0,0,0,0,0,0,0,0,0,0,車両データには、車両の年式、メーカー、モデルが含まれること。
1,0,0,0,0,0,0,0,0,0,0,0,0,車両の位置には、住所、都市名、州名、郵便番号が含まれること。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、郵便番号が不明な場合、住所の市と州の郵便番号を特定する。
1,0,0,0,0,0,0,0,0,0,0,0,0,見積もり担当者は、利用可能な部品が返されない場合、リサイクル部品を修理費見積もりに適応してはならない。
1,0,0,0,0,0,0,0,0,0,0,0,0,アジャスターは、修理費見積もりを確認するものとする。
1,0,0,0,0,0,0,0,0,0,0,0,0,アジャスターは、修理費見積もりのリサイクル部品監査を要求するものとする。
1,0,0,0,0,0,0,0,0,0,0,0,1,監査報告書は、後の時点で他のアジャスターが利用できるものとする。
1,0,0,0,0,0,0,0,0,0,0,0,0,ユーザは、優先する修理項目の見積もり額を表示するように選択する。
1,0,0,0,0,0,0,0,0,0,0,0,0,現在の修理項目の見積もり額をユーザに表示すること。
1,0,0,0,0,0,0,0,0,0,0,0,0,優先修理項目の評価は、システムに保存されるものとする。
