F,A,FT,L,LF,MN,O,PE,PO,SC,SE,US,A_C,feature
0,0,0,0,0,0,0,1,0,0,0,0,0,本システムは、応答性が高いこと。DePaul TeleServices Centerでは、監督者が本システムを使用して、発信者のスケジュールを確認する際、システムの応答時間は、90%が2秒以下、残りの時間は5秒以下でなければならない。
0,0,0,0,0,0,0,1,0,0,0,0,0,本システムは、56kの接続では、すべての操作に対するシステムの応答時間が、90%以上の確率で3秒以下でなければならない。
0,0,0,0,0,0,0,1,0,0,0,0,0,本システムは、112k以上の接続では、すべての操作に対するシステムの応答時間が、90%以上の確率で3秒以下でなければならない。
0,1,0,0,0,0,0,0,0,0,0,0,0,本システムは、1年間毎日（365日）、稼働していること。システムは、年間365日、午前12時から午後6時jの間、使用できなければならない。
0,1,0,0,0,0,0,0,0,0,0,0,0,本システムは、年中無休で午前7時から、午後11時59分の間、使用可能でなければならない。
0,0,0,0,0,1,0,0,0,0,0,0,0,本製品は、インターネットブラウザに依存しないこと。本製品はInternet ExplorerとNetscape Navigatorで動作すること。
0,0,0,0,0,0,0,0,0,0,1,0,1,本製品は、監督者のみが空のタイムスロットを通知することを保証しなければならない。本製品は、監督者が空のタイムスロットを通知するためのアクセスが許可されていることを確認しなければならない。
0,0,0,0,0,0,0,0,0,0,1,0,1,製品は、監督者だけが発信者のスケジュールを入力できることを保証しなければならない。本製品は、監督者が通知された空のタイムスロットにアクセスできることを保証しなければならない。
0,0,0,0,0,0,0,0,0,0,1,0,1,本製品は、監督者のみがすべての発信者のスケジュールを閲覧できることを保証しなければならない。本製品は、監督者が通知された空のタイムスロットにアクセスできることを保証しなければならない。
0,0,0,0,1,0,0,0,0,0,0,0,0,インタフェースは、シンプルな外観であること。インタフェースとユーザビリティの調査により、ベータテストのテスターの90％が、インタフェースが十分にシンプルであると回答しなければならない。
0,0,0,0,1,0,0,0,0,0,0,0,0,インタフェースは、発信者および監督者にとって魅力的であること。インタフェースとユーザビリティの調査により、ベータテストのテスターの80％が、インタフェースが魅力的であると回答しなければならない。
