F,A,FT,L,LF,MN,O,PE,PO,SC,SE,US,A_C,feature
0,0,0,0,0,0,0,1,0,0,0,0,0,管理者は、管理画面から5秒以内にプリペイドカードを有効化できること。
0,0,0,0,0,0,0,1,0,0,0,0,0,顧客は、PIN番号を入力することで、5秒以内にプリペイドカードの状態を確認することができること。
0,0,0,0,0,0,0,1,0,0,0,0,0,本システムでは、5分以内にPay as you goユーザとしてウェブサイトに登録できること。
0,0,0,0,0,0,0,1,0,0,0,0,0,本システムでは、顧客が10分以内に「映画見放題」のユーザ登録ができること。
0,0,0,0,0,0,0,1,0,0,0,0,0,本システムでは、既存の顧客がメールアドレスとパスワードで5秒以内にログインできること。
0,0,0,0,0,0,0,1,0,0,0,0,1,本システムは、顧客がアカウントをキャンセルできるようにし、プロセスは2分以内に終了すること。これにより、データベースはそのアカウントを非アクティブとみなし、顧客はウェブサイトにログインできなくなること。
0,0,0,0,0,0,0,1,0,0,0,0,1,本システムは、管理者が1分以内に顧客のアカウントを無効にできること。これにより、顧客はウェブサイトにアクセスすることができなくなる。
0,0,0,0,0,0,0,1,0,0,0,0,0,本システムは、管理者が5分以内にウェブサイト上で映画を追加、削除できること。入力された映画情報は、データベースに保存され、ウェブサイト上で公開される。
0,0,0,0,0,0,0,1,0,0,0,0,0,本システムは、管理者が5分以内にサイト上のカテゴリーを追加・削除できること。
0,0,0,0,0,0,0,1,0,0,0,0,0,本システムは、Izogn Managerが2分以内に売上と使用統計にアクセスできるようにすること。
0,0,0,0,0,0,0,1,0,0,0,0,0,本システムは、管理者が2分以内に、一意のプリペイドPINを生成し、生成されたPINを使用してExcelファイルを生成できるようにすること。
0,0,0,0,1,0,0,0,0,0,0,0,0,本ウェブサイトは、すべての視聴者にとって魅力的であること。本ウェブサイトは、楽しく見えること、色は明るく鮮やかであること。
0,0,0,0,1,0,0,0,0,0,0,0,0,本ウェブサイトは、アフリカ的な雰囲気を備えるべきだが、アフリカ以外の人にも受け入れられるサイトにすること。サービス内容を紹介するページではアニメーションを使用し、ユーザーの興味を引き、登録を促すこと。
0,0,0,0,1,0,0,0,0,0,0,0,0,本ウェブサイトのデザインは、モダンでクリーンで簡潔であること。
0,0,0,0,0,0,0,0,0,0,0,1,0,本製品は、インターネットの初級ユーザの90％が使用できること。
0,0,0,0,0,0,0,0,0,0,0,1,0,顧客がアカウントを作成するために必要なページ数は、最大4ページとすること。
0,0,0,0,0,0,0,0,0,0,0,1,0,顧客は、ウェブサイトにログインした後、2クリック以内でストリーミング動画に、アクセスできるようになること。
0,0,0,0,0,0,0,0,0,0,0,1,0,無記名のアンケートにより、2週間の利用で70％のお客様がストリーミング動画を安心して購入できると回答すること。
0,0,0,0,0,0,0,0,0,0,0,1,0,無記名アンケートで、95％の顧客が、システムを1か月使用した後、プリペイドカードを快適に使用および購入できることが示されること。
0,0,0,0,0,0,0,0,0,0,0,1,0,本製品は、顧客の購入の好みや情報を保持するものとする。
0,0,0,0,0,0,0,0,0,0,0,1,0,本製品は、インターネットのスキルが初級の顧客が、簡単にストリーミング動画を購入して視聴が可能であること。顧客は、事前に決められた映画を3分以内に購入して視聴できるようにする。
0,0,0,0,1,0,0,0,0,0,0,1,0,本製品は、ウェブサイトに精通しているユーザが自然に理解できるような記号や用語を使用していること。
0,0,0,0,0,0,0,0,0,0,0,1,0,本ウェブサイトでは、ユーザとのやりとりに標準的なインターネットの既約を使用する。
0,0,0,0,0,0,0,1,0,0,0,0,0,ユーザと自動化されたシステムとの間のあらゆるインタフェースは、以下の例外で指摘されない限り、最大応答時間が5秒であること。
0,0,0,0,0,0,0,1,0,0,0,0,0,ストリーミング動画やプリペイドカードをクレジットカードで購入する場合、処理時間は最大15秒の応答時間を必要とすること。
0,0,0,0,0,0,0,1,0,0,0,0,0,動画をストリーミングする場合、バッファリング時間は10秒以下でなければならない（これに加えて、ユーザの接続による遅延が発生する）。
0,0,0,0,0,0,0,1,0,0,0,0,0,ストリーミング中にバッファリングが発生するのは、ユーザの接続に遅延が発生した場合のみとする。
0,0,0,0,0,0,0,0,0,0,1,0,1,すべてのクレジットカード情報は、サーバー上で保護され、権限のあるIzogn管理者のみがアクセスできること。情報はデータベース内で暗号化される。
0,1,0,0,0,0,0,0,0,0,0,0,0,本ウェブサイトは24時間365日利用可能であること。
0,1,0,0,0,0,0,0,0,0,0,0,0,ウェブサイトは99.5%の稼働時間を達成すること。
