F,A,FT,L,LF,MN,O,PE,PO,SC,SE,US,A_C,feature
0,0,0,0,0,0,1,0,1,0,0,0,0,本製品は、市販されているほとんどのデータベース管理システム（DBMS）に対応しており、DBMSが本製品と同じマシンに設置されていても、コンピュータネットワーク上の別のマシンに設置されていても動作すること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本製品は、JavaランタイムがインストールできるすべてのOS上で、サーバーソフトウェアと一緒に機能すること。
0,0,0,0,0,0,1,0,1,0,0,0,0,本製品は、データベース管理システム（DBMS）との連携が必要である。DBMSは、製品と同じマシン上にあっても、同じコンピュータネットワーク上にある別のマシン上にあっても動作すること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本製品は、Web/アプリケーションサーバ技術を利用した製品であること。オープンソースの例としては、Apache WebサーバのTomcatやJBossアプリケーションサーバなどがある。
0,0,0,0,0,0,1,0,0,0,0,0,0,Oracle DB2 MySqlやHSQLのようなデータベース管理システムを、本製品と統合する必要がある。
0,0,0,0,1,0,0,0,0,0,0,0,0,本製品のルック・アンド・フィールは、ロゴやブランディング、アイデンティティなど、顧客の組織の観点を、取り入れることができるものでなければならない。
0,0,0,0,1,0,0,0,0,0,0,0,0,本製品は、保守的でプロフェッショナルな外観を持つこと。
0,0,0,0,0,0,0,0,0,0,0,1,0,本製品は、顧客が使いたくなるような製品であること。調査対象となったユーザの80％が、発売後2週間後に製品を定期的に使用していると報告していること。
0,0,0,0,0,0,0,0,0,0,0,1,0,本製品は簡単に使用できること。90%のユーザが、製品使用後5分以内に会議室の予約に成功すること。
0,0,0,0,0,0,0,0,0,0,0,1,0,本製品は、必要に応じてユーザにフィードバックをしなければならない。調査対象となったユーザの80％が、本製品がユーザの行動を正確に確認していると回答すること。
0,0,0,0,0,0,0,0,0,0,0,1,0,本製品では、ユーザがターゲット市場の国の一つから選択した言語を選択できること。
0,0,0,0,0,0,0,0,0,0,0,1,0,本製品では、スタートページやビューの設定をカスタマイズできること。
0,0,0,0,0,0,0,0,0,0,0,1,0,従業員は、数分で本製品を使いこなすことができること。本製品において、製品の使用の15分以内で、ユーザは会議の定や会議室の予約ができるようになること。
0,0,0,0,0,0,0,0,0,0,0,1,0,本製品では、多くのウェブユーザに、親和性の高い、標準的なナビゲーションメニューを使用すること。
0,0,0,0,0,0,0,0,0,0,0,1,0,本製品では、利用可能な会議室を直感的に検索できること。
0,0,0,0,0,0,0,0,0,0,0,1,0,本製品は、米国障害者法に準拠した製品であること。
0,0,0,0,0,0,0,1,0,0,0,1,0,本製品において、ユーザの思考の流れを妨げない程度の速さで応答すること。90%のタスクが5秒以内に完了すること。98%のタスクが8秒以内に完了すること。
0,1,0,0,0,0,0,0,0,0,0,0,0,サーバーの故障を除いて、ソフトウェア製品は99.99%の連続稼働時間を達成するものとする。
0,0,1,0,0,0,0,0,0,0,0,0,0,本製品は、製品内で発生した問題の例外ログを作成し、分析と解決のために当社に送信すること。
0,0,0,0,0,0,0,1,0,1,0,0,0,"本製品は、最大で1,000件の同時リクエストに対応できること。この数は、リリース2までに2,000まで増加する予定である。この同時処理能力は、早朝や午後の遅い時間帯など、スケジューリングのピーク時にも対応できるものでなければならない。"
0,0,0,0,0,0,0,0,0,1,0,0,0,本製品は、発売から2年以内に1時間あたり10000件のトランザクションを処理できるものとする。この値は、リリース2までに20000に増加させること。
0,1,0,0,0,0,0,0,0,1,0,0,0,本製品は、顧客のインストールごとに少なくとも5年間動作すること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本製品は、オフィス環境で使用される必要がある。
0,0,0,0,0,0,1,0,0,0,0,0,0,本製品は、任意のHTMLブラウザでインタフェースを備える必要がある。本製品は、ユーザと製品の間で問題なくデータを送信が可能なこと。本製品は、テストされたすべてのHTMLブラウザの80％（最低でも8つのブラウザ）でHTMLを正しく表示する必要がある。
0,0,0,0,0,0,1,0,0,0,0,0,0,本製品は、様々なデータベース管理システムへのインターフェースを備えること。本製品は、すべてのトランザクションの100％において、データベース管理システムと正常に通信できなければならない。
0,0,0,0,0,0,1,0,0,0,0,0,0,本製品は、様々なメールサーバとのインタフェースを備えること。本製品は、電子メールを送信できること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本製品は、バイナリーファイルまたはZIPファイルとしてインターネット経由で配布可能であること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本製品は、パッケージCDとして配布可能であること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本製品は、1サーバ、2-5サーバ、5サーバ以上のライセンスとして提供されること。
0,0,0,0,0,0,0,1,0,0,0,1,0,新規ユーザが10分以内にシステムに追加できなければならない。新規ユーザの90％が10分以内にシステムにログインできていること。
0,0,0,0,0,1,0,0,0,0,0,0,0,本製品は、デザインパターンとコーディングのベストプラクティスを用いて設計されている必要がある。メンテナンスソフトウェア開発者の90％は、2営業日で新機能を製品に統合すること。
0,0,0,0,0,1,0,0,0,0,0,0,0,本製品は、エンドユーザが様々なデータベース管理システムで使用できるように、高度な設定が可能な製品であること。80%のエンドユーザが、製品のソフトウェアコードを変更することなく、新しいデータベース管理システムを製品に統合することができること。
0,0,0,0,0,1,0,1,0,0,0,0,0,メンテナンスリリースは、年に一度、顧客に提供されること。本リリースは、顧客の80％が5分以内にインストールできること。
0,0,0,0,0,0,0,0,0,0,0,1,0,すべての登録ユーザーは、インターネットを通じて製品サポートサイトにアクセスできること。登録ユーザの70％は、サポートサイトを利用してから5分以内に問題の解決策を見つけることができること。
0,0,0,0,0,1,0,0,0,0,0,1,0,顧客は、製品のライフサイクルを通じて、新しい間取り図を製品に容易に統合できること。新しい間取り図を製品に統合することは、製品サポートスタッフのサポートをほとんど受けずに可能であること。
0,0,0,0,0,1,0,0,0,0,0,0,0,本製品は、将来のリリースにおいて、ターゲット市場の国の言語以外の外国語に翻訳されること。新しいターゲット市場ごとに、その市場の言語用に製品を設定するのに5日以上かからないこと。
0,0,0,0,0,0,1,0,0,0,0,0,0,本製品は、複数のデータベース管理システムとの統合を想定している。本製品は、Oracle SQL Server DB2 MySQL HSQLおよびMS Accessで動作すること。
0,0,0,0,0,1,1,0,0,0,0,0,0,本製品は、2日以内にあらゆる動作環境に設置可能であること。
0,0,0,0,0,0,0,0,0,0,1,0,1,本製品は、会社の従業員または会社が承認したユーザーIDを持つ外部ユーザのみが製品にアクセスできることを保証するものとする。すべてのログオンは、会社の従業員または会社が承認したユーザIDを持つ外部ユーザによって100％行われること。
0,0,0,0,0,0,0,0,0,0,1,0,1,管理者のみが、ユーザによる予約の検索クエリを実行できること。ユーザによる予約の検索クエリは、100%管理者のみのログオンから行うこと。
0,0,0,0,0,0,0,0,0,0,1,0,0,本製品は、データベースのデータが、ユーザが入力したデータと一致することを保証するものである。システム内の各会議室の予約には、ユーザが入力したものと同じ情報が含まれること。
0,0,0,0,0,0,0,0,0,0,1,0,0,本製品は、悪意のあるデータの入力を防止します。悪意のあるデータが入力されても、本製品や隣接するハードウェア、ソフトウェアシステムのデータが100%破壊されないこと。
0,0,1,0,0,0,0,0,0,0,0,0,0,悪意のあるデータが入力されても、本製品および／または依存するデータベース／ファイルシステムが稼働し続けること。本製品および／または依存するデータベース／ファイルシステムは、悪意のあるデータが製品に入力されても、100％クラッシュしないこと。
0,0,0,0,0,0,0,0,0,0,1,0,0,本製品は、新たな脅威が出現した際に、ソフトウェアの自動アップデートを受信する機能を有すること。100%のお客様が、インストールされた製品に送信されるソフトウェアの自動アップデートを受信できること。
0,0,0,0,0,0,0,0,0,1,0,0,0,製品の言語は、ターゲット市場のすべての国に対応していること。各ターゲット市場国の調査回答者の90％が、製品の言語が受け入れ可能であると判断する。
0,0,0,0,0,0,0,0,0,0,0,1,0,本製品は、ユーザのロケールに応じてカレンダーの日付と時刻を表示できること。各ターゲット市場の国の調査回答者の90％が、製品の日付と時間のフォーマットが正しいと回答すること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本製品は、J2SE/J2EEのプログラミング言語ライブラリで開発されること。
1,0,0,0,0,0,0,0,0,0,0,0,0,本製品は、作成した各会議に主催者の連絡先を割り当てるものする。
1,0,0,0,0,0,0,0,0,0,0,0,0,本製品は、会議の謝辞を記録すること。
1,0,0,0,0,0,0,0,0,0,0,0,0,本製品は、新しい会議室を保管すること。
1,0,0,0,0,0,0,0,0,0,0,0,0,本製品は、既存の会議室を更新する。
1,0,0,0,0,0,0,0,0,0,0,0,0,本製品では、検索パラメータに応じて会議室の備品を表示すること。
1,0,0,0,0,0,0,0,0,0,0,0,0,本製品は、検索パラメータに応じて会議室を表示すること。
1,0,0,0,0,0,0,0,0,0,0,0,0,本製品は、備品の輸送要求を、建物の担当者に通知するものとする。
1,0,0,0,0,0,0,0,0,0,0,0,1,この製品では、権限のあるユーザが複数のレポートのビューで会議のスケジュールを確認できること。
1,0,0,0,1,0,0,0,0,0,0,0,0,本製品は、カスタマイズ可能なルックアンドフィールを備えること。
