F,A,FT,L,LF,MN,O,PE,PO,SC,SE,US,A_C,feature
0,0,0,0,0,0,0,0,0,0,0,1,0,本システムは、看護学生の授業や臨床のスケジュールを立てる際に、ユーザがミスをしないようにサポートする。
0,0,0,0,0,0,0,0,0,0,0,1,0,生徒が指摘したミスの数を1年目に50％減少させること。
0,0,0,0,0,0,0,0,0,0,0,1,0,プログラム管理者／看護スタッフが直感的に操作できるシステムであること。
0,0,0,0,0,0,0,0,0,0,0,1,0,3人中2人のプログラム管理者/看護スタッフが、システムを使って授業や臨床のスケジュールを管理できるようになること。
0,0,0,0,1,0,0,0,0,0,0,1,0,本システムでは、ユーザコミュニティが自然に理解できる記号や単語を使用すること。
0,0,0,0,1,0,0,0,0,0,0,1,0,システム内で使用される用語は、標準的な英語および国内の看護コミュニティの用語と一致するものとする。
0,0,0,0,0,0,0,1,0,0,0,1,0,スタッフは、一連のタスクをタイムリーにこなすことができること。
0,0,0,0,0,0,0,1,0,0,0,0,0,一般的な学生管理タスクの応答時間は5秒以下、スケジュール生成の応答時間は30秒以下であること。
0,1,0,0,0,0,0,0,0,0,0,0,0,本システムは、午前8時から午後6時までの間に使用できること。
0,1,0,0,0,0,0,0,0,0,0,0,0,本システムは95％の稼働時間を達成すること。
0,0,0,0,0,0,0,1,0,1,0,0,0,システムは、営業時間中のすべてのユーザのリクエスト、または使用法に対応できること。
0,0,0,0,0,0,0,1,0,1,0,0,0,本システムは、午前9時から午後5時まで10人の同時ユーザに対応すること。
0,0,0,0,0,0,0,0,0,1,0,0,0,本システムは、今後10年間、100％の看護学生とその授業を処理できるシステムであること。
0,0,0,0,0,0,0,0,0,1,0,0,0,本システムは、最低でも5年間分の看護プログラムのカリキュラムと授業・臨床のスケジュールを管理できること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本システムは、DePaul大学の看護学部の典型的なビジネスオフィス環境で動作することができること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本システムは、プログラム管理者・看護職員が使用するコンピュータで定められた仕様の範囲内で使用されること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本システムは、Windows XP Professional オペレーティングシステム内で動作すること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本システムは、CampusConnectsのセントラルサーバと整合性を保つこと。
0,0,0,0,0,0,1,0,0,0,0,0,0,本システムは、教員用セントラルサーバと整合性を保つこと。
0,0,0,0,0,0,1,0,0,0,0,0,0,本システムは、学生マスターサーバとの整合性を保つこと。
0,0,0,0,0,0,1,0,1,0,0,0,0,どのようなHTMLブラウザでも対応できるようにすること。
0,0,0,0,0,0,0,0,0,0,1,0,1,承認されたユーザのみが臨床現場の情報にアクセスできること。
0,0,0,0,0,0,0,0,0,0,1,0,1,臨床現場の詳細にアクセスできるのは、プログラム管理者／看護スタッフのみとする。
0,0,0,0,0,0,0,0,0,0,1,0,1,承認されたユーザのみが学生の個人情報にアクセスできるものとする。
0,0,0,0,0,0,0,0,0,0,1,0,1,学生の個人情報にアクセスできるのは、Susan Poslusny博士とJulie Donalek博士だけとする。
0,0,0,0,0,0,0,0,0,0,1,0,1,許可されたユーザのみが、CampusConnect とのインタフェースとなるシステムの部分にアクセスできるものとする。
0,0,0,0,0,0,0,0,0,0,1,0,1,適用基準: Dr Susan PoslusnyとKaren Sysolのみが、CampusConnectとのインターフェイスとなるシステムの最終的なクラスセクションのスケジューリングにアクセスできること。
0,0,0,0,0,0,0,0,0,0,1,0,0,本システムは、誤ったデータや無効なデータが混入する可能性を低減するために、基本的なデータ整合性チェックを行うこと。
0,0,0,1,0,0,0,0,0,0,1,0,0,本システムは、組織の情報ポリシーに基づいて個人情報を保護すること。
0,0,0,0,0,0,0,0,0,0,1,0,0,本システムは、悪意のある干渉から可能な限り安全であるように構築されなければならない。
0,0,0,0,0,0,0,0,0,0,1,0,0,本システムは、組織の標準的なウイルス保護ソフトウェアを使用して、自身への脅威を監視すること。
1,0,0,0,0,0,0,0,0,0,0,0,0,1つのコーホートには、学科が提供する1つの研究プログラムに関連付けられるものとする。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者と看護スタッフは、学生のリストをコーホートに追加できること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者と看護スタッフは、1人の学生をコーホートに追加できること。
1,0,0,0,0,0,0,0,0,0,0,0,0,コーホートに追加された学生は、そのコーホート研究プログラムの受講資格を得るものとする。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者および看護スタッフは、特定のコーホートのクラスの望ましい順序を指定できるものとする。
1,0,0,0,0,0,0,0,0,0,0,0,1,コーホートのシーケンス内の各クラスについて、プログラム管理者と看護スタッフは、そのクラスがどの四半期に提供されるかを指定できるものとする。
1,0,0,0,0,0,0,0,0,0,0,0,1,コーホートのシーケンス内の各クラスについて、プログラム管理者と看護スタッフは、そのクラスがどの四半期に提供されるかを指定できるものとする。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者と看護スタッフは、一連のクラスに新しいクラスを追加することができること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者および看護スタッフは、一連の授業に臨床クラスまたはセクションを追加できること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者と看護スタッフは、開始月と年を指定して新しいコーホートをシステムに追加できること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者と看護スタッフは、看護部門の新しいクラスをシステムに追加できること。
1,0,0,0,0,0,0,0,0,0,0,0,0,クラスは、非臨床クラスまたは臨床クラスのいずれかとする。
1,0,0,0,0,0,0,0,0,0,0,0,0,非臨床のクラスは、コース名、講義室の要求と講師のニーズを明記する。
1,0,0,0,0,0,0,0,0,0,0,0,0,臨床授業では、コース名、講義室の要求、臨床現場のニーズ、講義担当者のニーズ、臨床検査担当者のニーズを明記する。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者／看護スタッフは、新しいProgram of Studyを作成できること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者および看護スタッフは、学習プログラムに必要なクラスを指定することができる。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、プログラム管理者／看護スタッフの計画立案のために、すべてのプログラムのすべてのコーホートについて、特定の四半期に必要なクラスのレポートを表示できること。
1,0,0,0,0,0,0,0,0,0,0,0,0,必要なクラスの報告には、提供されるクラス、必要なセクション数、必要なラボ数、必要な部屋の種類などが含まれる（ただし、これらに限定されない）。
1,0,0,0,0,0,0,0,0,0,0,0,0,あるコーホートのクラスは、提供される時間帯や曜日が重複してはならない。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者と看護スタッフは、新しい臨床現場をシステムに追加できること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者および看護スタッフは、既存の臨床クラスに新しい臨床ラボセクションをシステムに追加できるものとする。
1,0,0,0,0,0,0,0,0,0,0,0,0,臨床実習の欄には、臨床現場名、授業担当者、実習日時が記載される。
