F,A,FT,L,LF,MN,O,PE,PO,SC,SE,US,A_C,feature
0,0,0,0,0,0,0,0,0,0,1,0,1,各チームオーナーは、チームオーナーページにアクセスするために、ユーザー名とパスワードを使用して認証を受ける必要があります。
0,0,0,0,0,0,0,0,0,0,1,0,0,コミッショナーは、リーグの設定を調整するための権限を持つ唯一のユーザである。
0,0,0,0,1,0,0,0,0,0,0,0,0,各ページには、現在のページが含まれているインデックスを示すナビゲーションメニューが含まれているなければならない。
0,0,0,0,1,0,0,0,0,0,0,0,0,各ページは同様のフォーマットで、アクションアイテムが一箇所に、ナビゲーションボタンが別の場所に配置されてなければならない。
0,0,0,0,1,0,0,0,0,0,0,0,0,メッセージボードには、リーグページに最近投稿された5つのメッセージが表示されなければならない。表示されるメッセージには、メッセージの最初の150文字までを含める。
0,0,0,0,0,0,0,0,0,0,0,1,0,新規ユーザは、スタートアップページに到達してから30秒以内に、リーグとチームのページをナビゲートできなければならない。
0,0,0,0,0,0,0,0,0,0,0,1,0,ユーザは、チームオーナページからワンクリックで、選手の追加・削除・トレードのページにアクセスできなければならない。
0,0,0,0,0,0,0,0,0,0,0,1,0,ユーザは、各ページで少なくとも25人のNFL選手の統計データとポイントを閲覧できなければならない。
0,0,0,0,0,0,0,0,0,0,0,1,0,本アプリケーションは、選手のドロップやトレードを行う前に、ユーザに確認を取るらなければならない。
0,0,0,0,0,0,0,1,0,0,0,0,0,本アプリケーションは、ネットワーク経由でリクエストを受信してから1/4秒以内に、すべてのユーザのトランザクションを完了できなければならない。
0,1,0,0,0,0,0,0,0,0,0,0,0,本アプリケーションのダウンタイムは、年間で最大10分でなければならない。
0,0,0,0,0,0,1,0,0,0,0,0,0,本アプリケーションは、Webアプリケーションサーバー上で動作しなければならない。
0,0,0,0,0,0,1,0,0,0,0,0,0,プライマリデータベースは、アクティブなユーザ向けのキャッシュデータを保存するために使用される。
0,0,0,0,0,0,1,0,0,0,0,0,0,セカンダリデータベースは、統計やデータの履歴を保存するために使用される。
0,0,0,0,0,1,0,0,0,0,0,0,0,アプリケーションの更新は、NFLシーズン中の水曜日の午前3時から午前6時（CST）の間に行われる。
0,0,0,0,0,1,0,0,0,0,0,0,0,システムの新バージョンのリリースは、NFLの各シーズンの初めに実施しなければならない。
